pressure_bin,temp_adjusted,psal_adjusted,juld,year,month,day,time,latitude,longitude,source_file,region,salinity_mean,salinity_std,temp_mean,temp_std,salinity_z,temp_z,salinity_flag,temp_flag,summary
"(250, 300]",15.1225195,35.47852,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,35.362573973684206,0.192000377041875,14.679917736842103,1.5300592643370927,0.6038843678442832,0.2892709932707435,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 250–300 dbar, the temperature was 15.12 °C and the salinity was 35.48 PSU."
"(300, 350]",14.00084,35.3464,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,35.304182342105264,0.1932213609616413,14.071892960526316,1.3789595038721596,0.2184937404675447,-0.0515265026469563,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 300–350 dbar, the temperature was 14.00 °C and the salinity was 35.35 PSU."
"(350, 400]",13.122721,35.2232,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,35.24923721052632,0.1888951523503752,13.513724815789471,1.3069227912292676,-0.1378394850388915,-0.2991789709487749,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 350–400 dbar, the temperature was 13.12 °C and the salinity was 35.22 PSU."
"(400, 450]",12.688999,35.16512,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,35.17076873529412,0.1948071074739897,12.879287867647058,1.354987224999893,-0.0289965564776446,-0.1404359127054294,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 400–450 dbar, the temperature was 12.69 °C and the salinity was 35.17 PSU."
"(450, 500]",12.34052,35.120758,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,35.16516230303031,0.138499132636792,12.751386651515151,0.8876843611212326,-0.3206106939799639,-0.4628521910605571,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 450–500 dbar, the temperature was 12.34 °C and the salinity was 35.12 PSU."
"(500, 550]",12.03432,35.08196,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,35.05646922222222,0.1869641755669001,11.916939625,1.308691658106372,0.1363404390198906,0.0896929190867196,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 500–550 dbar, the temperature was 12.03 °C and the salinity was 35.08 PSU."
"(550, 600]",11.60996,35.02212,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.99354516666667,0.1875625812152822,11.420013463888887,1.39310896696554,0.1523482623676006,0.1363472209391131,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 550–600 dbar, the temperature was 11.61 °C and the salinity was 35.02 PSU."
"(600, 650]",11.18356,34.958202,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.91816894594594,0.1778823067543661,10.851305283783784,1.452973629770926,0.2250536030507931,0.2286722273607944,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 600–650 dbar, the temperature was 11.18 °C and the salinity was 34.96 PSU."
"(650, 700]",10.855519,34.90828,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.85947188888889,0.1566912706721686,10.421388444444444,1.3298378164473452,0.3114922158824282,0.3264537601399639,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 650–700 dbar, the temperature was 10.86 °C and the salinity was 34.91 PSU."
"(700, 750]",10.56296,34.86392,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.777392710526314,0.1570569287929647,9.714287157894738,1.47920284144698,0.550929463212336,0.5737366224060773,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 700–750 dbar, the temperature was 10.56 °C and the salinity was 34.86 PSU."
"(750, 800]",10.25548,34.81848,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.705274457142856,0.1474394254364047,9.04771987714286,1.498268629140176,0.767810526404784,0.806103858391702,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 750–800 dbar, the temperature was 10.26 °C and the salinity was 34.82 PSU."
"(800, 850]",9.86844,34.76636,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.65515062162162,0.1269986623317041,8.510652032432432,1.4328428193570633,0.8756736199938214,0.9476182238724734,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 800–850 dbar, the temperature was 9.87 °C and the salinity was 34.77 PSU."
"(850, 900]",9.118679,34.68264,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.59415242857143,0.1097219549539341,7.811377317142856,1.3833649012547713,0.8064709698776644,0.9450157956670472,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 850–900 dbar, the temperature was 9.12 °C and the salinity was 34.68 PSU."
"(900, 950]",8.406119,34.6158,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.55503197297297,0.1007083643128687,7.277412981081081,1.3508340444715077,0.6034059578035041,0.8355623131785277,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 900–950 dbar, the temperature was 8.41 °C and the salinity was 34.62 PSU."
"(950, 1000]",7.6051197,34.55092,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.52464325,0.0828103378448013,6.71498894375,1.2587752981605815,0.3173124356677234,0.7071403113412914,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 950–1000 dbar, the temperature was 7.61 °C and the salinity was 34.55 PSU."
"(1000, 1050]",6.78368,34.49524,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.49141534375,0.0736307139045766,6.280868209375,0.9208286052094864,0.051943761606877,0.5460427573387687,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1000–1050 dbar, the temperature was 6.78 °C and the salinity was 34.50 PSU."
"(1050, 1100]",5.9427204,34.452,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.47492726470588,0.0741397272955304,5.602762388235294,0.8993906031243319,-0.3092439848678416,0.3779870621104432,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1050–1100 dbar, the temperature was 5.94 °C and the salinity was 34.45 PSU."
"(1100, 1150]",5.3252397,34.45148,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.46294672727273,0.0811591419163042,5.179943121212121,0.7498124646784696,-0.1412869456475802,0.1937772251494703,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1100–1150 dbar, the temperature was 5.33 °C and the salinity was 34.45 PSU."
"(1150, 1200]",4.8728,34.4604,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.48408874193548,0.0984188815131779,4.713366441935484,0.6546627624846675,-0.2406930618522449,0.24353540051585,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1150–1200 dbar, the temperature was 4.87 °C and the salinity was 34.46 PSU."
"(1200, 1250]",4.51344,34.47216,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.4769155,0.0983468396783414,4.516207990625,0.5865148212439902,-0.0483543753469677,-0.0047193873449426,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1200–1250 dbar, the temperature was 4.51 °C and the salinity was 34.47 PSU."
"(1250, 1300]",4.19456,34.49532,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.49914263636364,0.0979249826762475,4.255583799999999,0.5434707823252072,-0.0390363751840019,-0.1122853371048072,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1250–1300 dbar, the temperature was 4.19 °C and the salinity was 34.50 PSU."
"(1300, 1350]",3.8708,34.5084,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.4972161,0.1000300803777692,4.087600113333333,0.470755254313104,0.1118053685228422,-0.4605367892275018,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1300–1350 dbar, the temperature was 3.87 °C and the salinity was 34.51 PSU."
"(1350, 1400]",3.6395202,34.533558,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.506975966666666,0.0854991569957625,3.878138843333333,0.4408844836346668,0.3109040400790291,-0.541227129079601,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1350–1400 dbar, the temperature was 3.64 °C and the salinity was 34.53 PSU."
"(1400, 1450]",3.5586,34.55888,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.530028678571426,0.0920291354239142,3.762156992857143,0.3867361950194322,0.3135020371068111,-0.5263458540437739,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1400–1450 dbar, the temperature was 3.56 °C and the salinity was 34.56 PSU."
"(1450, 1500]",3.44784,34.5792,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.56207537931034,0.0729723605907188,3.5210314,0.3347307440403082,0.234672697320346,-0.2186575368505336,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1450–1500 dbar, the temperature was 3.45 °C and the salinity was 34.58 PSU."
"(1500, 1550]",3.3009999,34.5976,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.56271181481481,0.0780442807583174,3.4668133407407407,0.3137449879099014,0.447030645246486,-0.5284974967898377,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1500–1550 dbar, the temperature was 3.30 °C and the salinity was 34.60 PSU."
"(1550, 1600]",3.14716,34.61464,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.59360208333333,0.0635474500718964,3.2362308416666665,0.2785660382027179,0.3310583924747458,-0.3197476700366754,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1550–1600 dbar, the temperature was 3.15 °C and the salinity was 34.61 PSU."
"(1600, 1650]",3.0334802,34.6276,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.5963387037037,0.0685559641422,3.239569059259259,0.2650251403140349,0.455996742040669,-0.7776200364050719,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1600–1650 dbar, the temperature was 3.03 °C and the salinity was 34.63 PSU."
"(1650, 1700]",2.9158401,34.64084,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.62092552173913,0.0564130561320984,3.0964011260869566,0.2242803665458833,0.3530118668670113,-0.8050683564850397,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1650–1700 dbar, the temperature was 2.92 °C and the salinity was 34.64 PSU."
"(1700, 1750]",2.83728,34.65348,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.63842172413793,0.0585578671634945,3.0236068413793102,0.2146525600014026,0.257152054736409,-0.8680392229102363,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1700–1750 dbar, the temperature was 2.84 °C and the salinity was 34.65 PSU."
"(1750, 1800]",2.74128,34.66988,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.66234691666667,0.047242301406656,2.9248953458333333,0.182960332829051,0.1594563158234898,-1.0035800820546938,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1750–1800 dbar, the temperature was 2.74 °C and the salinity was 34.67 PSU."
"(1800, 1850]",2.66312,34.68296,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.66851225,0.0539346388156044,2.8983757071428573,0.1886364368011598,0.2678751599579111,-1.2471382047511756,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1800–1850 dbar, the temperature was 2.66 °C and the salinity was 34.68 PSU."
"(1850, 1900]",2.5764,34.69748,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.686341240000004,0.0432928963760472,2.797181116,0.165716597173337,0.2572883990768775,-1.3322812546595213,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1850–1900 dbar, the temperature was 2.58 °C and the salinity was 34.70 PSU."
"(1900, 1950]",2.503,34.7106,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.69879509090909,0.0445637996803532,2.7776503681818183,0.1794527200344523,0.2648990699982185,-1.5304887444954265,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1900–1950 dbar, the temperature was 2.50 °C and the salinity was 34.71 PSU."
"(1950, 2000]",2.4623888,34.718224,2020-09-09 22:13:02.000009728,2020,9,9,22:13:02.000009,-26.652,53.013,nodc_R5904893_220.nc,Southwest Indian Ocean,34.703279470588235,0.0307061828035858,2.7061051647058822,0.1814575557611125,0.4866944715127161,-1.3431039764843584,normal,normal,"On 2020-09-09 at 22:13:02.000009 UTC, in the Southwest Indian Ocean (lat -26.65°, lon 53.01°), at a depth of 1950–2000 dbar, the temperature was 2.46 °C and the salinity was 34.72 PSU."
"(0, 50]",16.007126,35.71996,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.91688817751479,1.846332981501256,19.549177393491124,5.405627529352638,0.4349550327764979,-0.6552525815472363,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 0–50 dbar, the temperature was 16.01 °C and the salinity was 35.72 PSU."
"(50, 100]",15.92128,35.70636,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.98662503529412,1.830892081202164,19.14105449117647,5.191820153414921,0.3931061650740772,-0.6201629478745835,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 50–100 dbar, the temperature was 15.92 °C and the salinity was 35.71 PSU."
"(100, 150]",15.42984,35.62164,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,35.041496888235294,1.816326232265552,17.831301605882352,4.146793255683332,0.3194046870319533,-0.579112933250545,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 100–150 dbar, the temperature was 15.43 °C and the salinity was 35.62 PSU."
"(150, 200]",13.628281,35.34092,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,35.04181110588235,1.7961577844737833,16.11574094705882,3.160065853874784,0.1665270705631652,-0.7871544651541893,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 150–200 dbar, the temperature was 13.63 °C and the salinity was 35.34 PSU."
"(200, 250]",12.7062,35.20216,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.99689159411765,1.77669995155846,14.531547208823527,2.5360775922539074,0.1155335236556379,-0.7197521142092792,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 200–250 dbar, the temperature was 12.71 °C and the salinity was 35.20 PSU."
"(250, 300]",12.041281,35.10584,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.91002193529412,1.7583099008051688,13.11345325,1.9174876352358476,0.111367208144715,-0.559154713854582,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 250–300 dbar, the temperature was 12.04 °C and the salinity was 35.11 PSU."
"(300, 350]",11.385759,35.00288,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.79868301764706,1.740898180871113,11.942244620588236,1.3140761304171535,0.1172940408558319,-0.4234805029230528,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 300–350 dbar, the temperature was 11.39 °C and the salinity was 35.00 PSU."
"(350, 400]",10.99028,34.9412,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.69850869411765,1.7279319808506388,11.04636564117647,0.8851496434429423,0.1404518861690835,-0.0633628919041472,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 350–400 dbar, the temperature was 10.99 °C and the salinity was 34.94 PSU."
"(400, 450]",10.62712,34.88616,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.610975476190475,1.729337499809391,10.348078889880952,0.6544725029769632,0.1591271361662211,0.426360326598579,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 400–450 dbar, the temperature was 10.63 °C and the salinity was 34.89 PSU."
"(450, 500]",10.32532,34.840042,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.54677298224853,1.715296024842352,9.797125686390531,0.6179167085886427,0.170972831222193,0.8547985614693838,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 450–500 dbar, the temperature was 10.33 °C and the salinity was 34.84 PSU."
"(500, 550]",10.0244,34.79436,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.49491465868263,1.7180908536894104,9.341432080838322,0.659788159603074,0.1742895846714625,1.0351321241844489,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 500–550 dbar, the temperature was 10.02 °C and the salinity was 34.79 PSU."
"(550, 600]",9.69416,34.747,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.45980545266272,1.7036074324144537,8.899858328994084,0.7630436083550681,0.1685802385413697,1.0409649754071502,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 550–600 dbar, the temperature was 9.69 °C and the salinity was 34.75 PSU."
"(600, 650]",9.36128,34.70224,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.42736672352941,1.6949674207387813,8.44785755647059,0.8664365427508172,0.162170241803695,1.0542289001678302,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 600–650 dbar, the temperature was 9.36 °C and the salinity was 34.70 PSU."
"(650, 700]",8.94876,34.65268,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.39842652662722,1.6966427833920252,7.973227378698225,0.9323247599130656,0.1498568089061503,1.04634421742992,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 650–700 dbar, the temperature was 8.95 °C and the salinity was 34.65 PSU."
"(700, 750]",8.4902,34.60664,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.37039091715976,1.693451439165608,7.474763594674557,0.9339953210635308,0.1395074446047549,1.08719645851028,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 700–750 dbar, the temperature was 8.49 °C and the salinity was 34.61 PSU."
"(750, 800]",7.91828,34.55624,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.34424059281437,1.7021393400158082,6.936692716167664,0.8899068503826862,0.1245487970354182,1.1030225055692346,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 750–800 dbar, the temperature was 7.92 °C and the salinity was 34.56 PSU."
"(800, 850]",7.21832,34.5036,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.32844636686391,1.691228734686273,6.452508908284024,0.8325341847916009,0.103565904211403,0.919855431411112,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 800–850 dbar, the temperature was 7.22 °C and the salinity was 34.50 PSU."
"(850, 900]",6.32288,34.448402,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.31386213253012,1.6990457795227003,5.961372603614458,0.7052263871940443,0.0791855458466092,0.5126118406089538,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 850–900 dbar, the temperature was 6.32 °C and the salinity was 34.45 PSU."
"(900, 950]",5.6696,34.421238,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.306974869047615,1.6862176015424442,5.542908667261905,0.5942349287536,0.0677629807967057,0.2132007504234535,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 900–950 dbar, the temperature was 5.67 °C and the salinity was 34.42 PSU."
"(950, 1000]",5.1593204,34.40688,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.30526329761905,1.6838243501576755,5.167741068452381,0.4872528296222447,0.0603487545309794,-0.0172819282730671,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 950–1000 dbar, the temperature was 5.16 °C and the salinity was 34.41 PSU."
"(1000, 1050]",4.70588,34.410038,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.309327544910175,1.6833504506546924,4.824732863473054,0.4340365957916405,0.0598273847555963,-0.2738314340897414,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 1000–1050 dbar, the temperature was 4.71 °C and the salinity was 34.41 PSU."
"(1050, 1100]",4.4182,34.42432,2020-09-01 17:41:56.000005632,2020,9,1,17:41:56.000005,-30.614,90.361,nodc_R5904894_219.nc,Southeast Indian Ocean,34.31510843902439,1.6999094055384103,4.581205722560976,0.4080232795669405,0.0642455183904455,-0.3995010351712876,normal,normal,"On 2020-09-01 at 17:41:56.000005 UTC, in the Southeast Indian Ocean (lat -30.61°, lon 90.36°), at a depth of 1050–1100 dbar, the temperature was 4.42 °C and the salinity was 34.42 PSU."
