pressure_bin,temp_adjusted,psal_adjusted,juld,year,month,day,time,latitude,longitude,source_file,region,salinity_mean,salinity_std,temp_mean,temp_std,salinity_z,temp_z,salinity_flag,temp_flag,summary
"(0, 50]",13.8,35.300198,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.91688817751479,1.846332981501256,19.549177393491124,5.405627529352638,0.2076060094932278,-1.063554113240878,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 0–50 dbar, the temperature was 13.80 °C and the salinity was 35.30 PSU."
"(50, 100]",13.809799,35.300297,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.98662503529412,1.830892081202164,19.14105449117647,5.191820153414921,0.171321929853957,-1.0268567349486932,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 50–100 dbar, the temperature was 13.81 °C and the salinity was 35.30 PSU."
"(100, 150]",13.6912,35.274,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,35.041496888235294,1.816326232265552,17.831301605882352,4.146793255683332,0.1280073522225684,-0.9983863073492248,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 100–150 dbar, the temperature was 13.69 °C and the salinity was 35.27 PSU."
"(150, 200]",12.806399,35.1076,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,35.04181110588235,1.7961577844737833,16.11574094705882,3.160065853874784,0.0366275695188545,-1.0472382855569289,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 150–200 dbar, the temperature was 12.81 °C and the salinity was 35.11 PSU."
"(200, 250]",12.141601,35.032402,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.99689159411765,1.77669995155846,14.531547208823527,2.5360775922539074,0.0199867208029133,-0.9423789777265822,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 200–250 dbar, the temperature was 12.14 °C and the salinity was 35.03 PSU."
"(250, 300]",11.1421995,34.8992,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.91002193529412,1.7583099008051688,13.11345325,1.9174876352358476,-0.0061547371650253,-1.0280398756039637,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 250–300 dbar, the temperature was 11.14 °C and the salinity was 34.90 PSU."
"(300, 350]",10.4434,34.791,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.79868301764706,1.740898180871113,11.942244620588236,1.3140761304171535,-0.0044132492821701,-1.1406071428391495,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 300–350 dbar, the temperature was 10.44 °C and the salinity was 34.79 PSU."
"(350, 400]",10.106999,34.745335,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.69850869411765,1.7279319808506388,11.04636564117647,0.8851496434429423,0.0270996233655541,-1.061251787350488,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 350–400 dbar, the temperature was 10.11 °C and the salinity was 34.75 PSU."
"(400, 450]",10.009999,34.75033,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.610975476190475,1.729337499809391,10.348078889880952,0.6544725029769632,0.0805826068219087,-0.5165685163901403,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 400–450 dbar, the temperature was 10.01 °C and the salinity was 34.75 PSU."
"(450, 500]",9.8220005,34.7325,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.54677298224853,1.715296024842352,9.797125686390531,0.6179167085886427,0.10827694757151,0.0402559329821066,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 450–500 dbar, the temperature was 9.82 °C and the salinity was 34.73 PSU."
"(500, 550]",9.729,34.722,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.49491465868263,1.7180908536894104,9.341432080838322,0.659788159603074,0.1321730692121019,0.5874126619593122,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 500–550 dbar, the temperature was 9.73 °C and the salinity was 34.72 PSU."
"(550, 600]",9.564,34.705,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.45980545266272,1.7036074324144537,8.899858328994084,0.7630436083550681,0.1439266715277082,0.8703849475099338,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 550–600 dbar, the temperature was 9.56 °C and the salinity was 34.70 PSU."
"(600, 650]",9.325,34.675,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.42736672352941,1.6949674207387813,8.44785755647059,0.8664365427508172,0.146099136443963,1.012356243360423,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 600–650 dbar, the temperature was 9.32 °C and the salinity was 34.67 PSU."
"(650, 700]",9.139,34.652,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.39842652662722,1.6966427833920252,7.973227378698225,0.9323247599130656,0.1494560174097599,1.2503932872172956,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 650–700 dbar, the temperature was 9.14 °C and the salinity was 34.65 PSU."
"(700, 750]",8.843,34.613,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.37039091715976,1.693451439165608,7.474763594674557,0.9339953210635308,0.1432630881696714,1.464928543504315,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 700–750 dbar, the temperature was 8.84 °C and the salinity was 34.61 PSU."
"(800, 850]",8.124,34.532,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.32844636686391,1.691228734686273,6.452508908284024,0.8325341847916009,0.1203584287336794,2.0077146647550363,normal,high,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 800–850 dbar, the temperature was 8.12 °C (above normal) and the salinity was 34.53 PSU."
"(900, 950]",6.699,34.437,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.306974869047615,1.6862176015424442,5.542908667261905,0.5942349287536,0.0771105288151685,1.9455122491082464,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 900–950 dbar, the temperature was 6.70 °C and the salinity was 34.44 PSU."
"(1000, 1050]",5.622,34.377,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.309327544910175,1.6833504506546924,4.824732863473054,0.4340365957916405,0.0402010496765589,1.8368661634920629,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 1000–1050 dbar, the temperature was 5.62 °C and the salinity was 34.38 PSU."
"(1100, 1150]",4.687,34.354,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.32229084848485,1.6934302972650337,4.35434720969697,0.4056832391089298,0.0187248046561842,0.8199815970551104,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 1100–1150 dbar, the temperature was 4.69 °C and the salinity was 34.35 PSU."
"(1200, 1250]",4.024,34.377,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.34351659748428,1.7268772244061064,4.025038156603774,0.4085848564557429,0.0193895675051456,-0.0025408592300245,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 1200–1250 dbar, the temperature was 4.02 °C and the salinity was 34.38 PSU."
"(1300, 1350]",3.645,34.424,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.364286358974354,1.7429854934978446,3.728813909615385,0.3898916335045448,0.0342594021857355,-0.2149671919400341,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 1300–1350 dbar, the temperature was 3.65 °C and the salinity was 34.42 PSU."
"(1400, 1450]",3.315,34.463,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.387524864516124,1.7467760170476871,3.473891724516129,0.3420048777687668,0.04320825036941,-0.4645890595266813,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 1400–1450 dbar, the temperature was 3.31 °C and the salinity was 34.46 PSU."
"(1500, 1550]",3.117,34.511,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.40611243046357,1.7681999905767367,3.2427533874172183,0.2804603922102917,0.0593188384206578,-0.4483819851572029,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 1500–1550 dbar, the temperature was 3.12 °C and the salinity was 34.51 PSU."
"(1600, 1650]",2.974,34.551,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.42929202,1.7757715527364435,3.047402314,0.2262972087771067,0.068538084086578,-0.3243624364465678,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 1600–1650 dbar, the temperature was 2.97 °C and the salinity was 34.55 PSU."
"(1700, 1750]",2.836,34.588,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.44924325165563,1.7692745373477474,2.8688773609271525,0.1693927155896444,0.0784257871886719,-0.194089579429132,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 1700–1750 dbar, the temperature was 2.84 °C and the salinity was 34.59 PSU."
"(1800, 1850]",2.753,34.624,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.46283059459459,1.7889563299410558,2.7107114054054056,0.1300286421983358,0.0900913022347058,0.3252252263781294,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 1800–1850 dbar, the temperature was 2.75 °C and the salinity was 34.62 PSU."
"(1900, 1950]",2.659,34.658,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc,Southeast Indian Ocean,34.495391417266184,1.8105290747715488,2.5709651007194245,0.1047417124034129,0.0898127431366078,0.8404951309322559,normal,normal,"On 2020-09-01 at 11:45:17.000001 UTC, in the Southeast Indian Ocean (lat -38.22°, lon 116.93°), at a depth of 1900–1950 dbar, the temperature was 2.66 °C and the salinity was 34.66 PSU."
"(0, 50]",13.6282,35.264297,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.91688817751479,1.846332981501256,19.549177393491124,5.405627529352638,0.1881615212239387,-1.095335807237944,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 0–50 dbar, the temperature was 13.63 °C and the salinity was 35.26 PSU."
"(50, 100]",13.3339,35.2095,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.98662503529412,1.830892081202164,19.14105449117647,5.191820153414921,0.1217302576127484,-1.1185199640162442,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 50–100 dbar, the temperature was 13.33 °C and the salinity was 35.21 PSU."
"(100, 150]",12.5838,35.0614,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,35.041496888235294,1.816326232265552,17.831301605882352,4.146793255683332,0.0109578947939762,-1.2654360326959777,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 100–150 dbar, the temperature was 12.58 °C and the salinity was 35.06 PSU."
"(150, 200]",11.403199,34.815998,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,35.04181110588235,1.7961577844737833,16.11574094705882,3.160065853874784,-0.125720083076392,-1.4912796647197826,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 150–200 dbar, the temperature was 11.40 °C and the salinity was 34.82 PSU."
"(200, 250]",11.216,34.8772,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.99689159411765,1.77669995155846,14.531547208823527,2.5360775922539074,-0.0673673649918534,-1.3073524323350367,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 200–250 dbar, the temperature was 11.22 °C and the salinity was 34.88 PSU."
"(250, 300]",10.253799,34.7634,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.91002193529412,1.7583099008051688,13.11345325,1.9174876352358476,-0.0833879939065232,-1.491354727639882,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 250–300 dbar, the temperature was 10.25 °C and the salinity was 34.76 PSU."
"(300, 350]",9.9376,34.7228,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.79868301764706,1.740898180871113,11.942244620588236,1.3140761304171535,-0.0435884295134869,-1.525516348852529,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 300–350 dbar, the temperature was 9.94 °C and the salinity was 34.72 PSU."
"(350, 400]",9.874,34.7305,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.69850869411765,1.7279319808506388,11.04636564117647,0.8851496434429423,0.0185142159742892,-1.324482984161131,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 350–400 dbar, the temperature was 9.87 °C and the salinity was 34.73 PSU."
"(400, 450]",9.669001,34.709,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.610975476190475,1.729337499809391,10.348078889880952,0.6544725029769632,0.0566832812104821,-1.0375957535145754,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 400–450 dbar, the temperature was 9.67 °C and the salinity was 34.71 PSU."
"(450, 500]",9.5265,34.6945,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.54677298224853,1.715296024842352,9.797125686390531,0.6179167085886427,0.0861233370869895,-0.437964668423768,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 450–500 dbar, the temperature was 9.53 °C and the salinity was 34.69 PSU."
"(500, 550]",9.435,34.688,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.49491465868263,1.7180908536894104,9.341432080838322,0.659788159603074,0.1123836617270508,0.14181509292008,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 500–550 dbar, the temperature was 9.44 °C and the salinity was 34.69 PSU."
"(550, 600]",9.227,34.657,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.45980545266272,1.7036074324144537,8.899858328994084,0.7630436083550681,0.1157511663692378,0.4287326011565088,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 550–600 dbar, the temperature was 9.23 °C and the salinity was 34.66 PSU."
"(600, 650]",9.141,34.647,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.42736672352941,1.6949674207387813,8.44785755647059,0.8664365427508172,0.1295796448847716,0.7999921625290392,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 600–650 dbar, the temperature was 9.14 °C and the salinity was 34.65 PSU."
"(650, 700]",9.063,34.639,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.39842652662722,1.6966427833920252,7.973227378698225,0.9323247599130656,0.1417938270375427,1.16887662771435,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 650–700 dbar, the temperature was 9.06 °C and the salinity was 34.64 PSU."
"(700, 750]",8.806,34.61,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.37039091715976,1.693451439165608,7.474763594674557,0.9339953210635308,0.1414915581862204,1.425313784023647,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 700–750 dbar, the temperature was 8.81 °C and the salinity was 34.61 PSU."
"(800, 850]",7.8280005,34.512,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.32844636686391,1.691228734686273,6.452508908284024,0.8325341847916009,0.10853270723912,1.6521743092871166,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 800–850 dbar, the temperature was 7.83 °C and the salinity was 34.51 PSU."
"(900, 950]",6.537,34.426,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.306974869047615,1.6862176015424442,5.542908667261905,0.5942349287536,0.0705870528474561,1.6728927981786406,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 900–950 dbar, the temperature was 6.54 °C and the salinity was 34.43 PSU."
"(1000, 1050]",5.363,34.369,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.309327544910175,1.6833504506546924,4.824732863473054,0.4340365957916405,0.0354486227550635,1.2401422869543974,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 1000–1050 dbar, the temperature was 5.36 °C and the salinity was 34.37 PSU."
"(1100, 1150]",4.47,34.369,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.32229084848485,1.6934302972650337,4.35434720969697,0.4056832391089298,0.027582565158182,0.2850815097933492,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 1100–1150 dbar, the temperature was 4.47 °C and the salinity was 34.37 PSU."
"(1150, 1200]",3.9550002,34.4,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.33556566060606,1.694386935585126,4.170653114545455,0.4152394299836225,0.0380281139099373,-0.519345945913566,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 1150–1200 dbar, the temperature was 3.96 °C and the salinity was 34.40 PSU."
"(1300, 1350]",3.508,34.445,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.364286358974354,1.7429854934978446,3.728813909615385,0.3898916335045448,0.046307695231398,-0.5663468785687882,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 1300–1350 dbar, the temperature was 3.51 °C and the salinity was 34.45 PSU."
"(1400, 1450]",3.192,34.491,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.387524864516124,1.7467760170476871,3.473891724516129,0.3420048777687668,0.0592377811888925,-0.8242330529177971,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 1400–1450 dbar, the temperature was 3.19 °C and the salinity was 34.49 PSU."
"(1500, 1550]",3.011,34.525,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.40611243046357,1.7681999905767367,3.2427533874172183,0.2804603922102917,0.0672364948365644,-0.8263319664883284,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 1500–1550 dbar, the temperature was 3.01 °C and the salinity was 34.52 PSU."
"(1600, 1650]",2.867,34.567,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.42929202,1.7757715527364435,3.047402314,0.2262972087771067,0.0775482520754403,-0.7971919537800791,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 1600–1650 dbar, the temperature was 2.87 °C and the salinity was 34.57 PSU."
"(1700, 1750]",2.788,34.607,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.44924325165563,1.7692745373477474,2.8688773609271525,0.1693927155896444,0.0891646519600377,-0.4774547751101585,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 1700–1750 dbar, the temperature was 2.79 °C and the salinity was 34.61 PSU."
"(1800, 1850]",2.656,34.639,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.46283059459459,1.7889563299410558,2.7107114054054056,0.1300286421983358,0.098476079296589,-0.4207642599386126,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 1800–1850 dbar, the temperature was 2.66 °C and the salinity was 34.64 PSU."
"(1900, 1950]",2.571,34.664,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.495391417266184,1.8105290747715488,2.5709651007194245,0.1047417124034129,0.0931266915749985,0.0003331937179071,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 1900–1950 dbar, the temperature was 2.57 °C and the salinity was 34.66 PSU."
"(1950, 2000]",2.495,34.685,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc,Southeast Indian Ocean,34.46166206666667,1.9464621109530689,2.5029948416666667,0.0942536826368253,0.1147404473360016,-0.0848225919985753,normal,normal,"On 2020-09-11 at 09:04:25.000001 UTC, in the Southeast Indian Ocean (lat -37.39°, lon 116.86°), at a depth of 1950–2000 dbar, the temperature was 2.50 °C and the salinity was 34.69 PSU."
"(0, 50]",8.8096,34.3499,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc,Southern Ocean,33.71935374029851,3.857068686377037,5.611559983044776,4.721061066149631,0.1634780998141271,0.6773985703945697,normal,normal,"On 2020-09-02 at 15:52:32.999997 UTC, in the Southern Ocean (lat -46.35°, lon 76.35°), at a depth of 0–50 dbar, the temperature was 8.81 °C and the salinity was 34.35 PSU."
"(50, 100]",8.8253,34.3503,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc,Southern Ocean,33.72087104253731,3.8574066440709007,5.579217868410447,4.706033856991019,0.1631741259195893,0.6897702460783098,normal,normal,"On 2020-09-02 at 15:52:32.999997 UTC, in the Southern Ocean (lat -46.35°, lon 76.35°), at a depth of 50–100 dbar, the temperature was 8.83 °C and the salinity was 34.35 PSU."
